Passenger_ID,Gender,Travel_Class,Frequent_Flyer,Age,Flight_Status,Flight_Duration_Hrs,Feedback,Service_Area,Sentiment
2554,Female,Economy,Yes,41.77,Delayed,1.5,Boarding was chaotic and unorganized.,Luggage Handling,0
2555,Female,Business,No,58.63,On Time,3.0,"Nothing special, average service.",Luggage Handling,0
2556,Male,Economy,Yes,55.27,Delayed,10.2,"Nothing special, average service.",Customer Support,0
2557,Female,Premium Economy,Yes,23.6,On Time,7.6,Service was decent but food could be better.,In-flight Service,0
2558,Female,Premium Economy,Yes,39.55,Delayed,13.9,"Nothing special, average service.",Ground Service,0
2559,Male,Business,No,66.18,On Time,1.6,Boarding was chaotic and unorganized.,Luggage Handling,0
2560,Male,Premium Economy,Yes,61.55,Cancelled,10.8,Everything was perfect!,Luggage Handling,1
2561,Male,Premium Economy,No,48.62,Delayed,2.8,"Seats were cramped, not comfortable.",Check-in,0
2562,Female,Economy,No,58.15,On Time,3.4,Flight was delayed and no proper updates.,Check-in,0
2563,Male,Economy,Yes,41.43,Delayed,1.7,"Nothing special, average service.",Boarding,0
2564,Female,Business,Yes,52.24,Delayed,5.3,"Seats were cramped, not comfortable.",Boarding,0
2565,Female,Business,Yes,67.72,Delayed,12.1,"Seats were cramped, not comfortable.",Check-in,0
2566,Male,Premium Economy,Yes,25.0,Delayed,7.4,"Fantastic experience, loved the in-flight entertainment!",Boarding,1
2567,Female,Business,No,43.94,Cancelled,3.4,"Seats were cramped, not comfortable.",Luggage Handling,0
2568,Female,Business,Yes,45.58,On Time,9.3,Everything was perfect!,In-flight Service,1
2569,Female,Economy,No,20.53,On Time,12.4,Everything was perfect!,Check-in,1
2570,Female,Business,No,66.64,Delayed,2.5,Unhappy with how luggage was handled.,Ground Service,0
2571,Male,Premium Economy,No,61.62,Delayed,8.0,Boarding was chaotic and unorganized.,Luggage Handling,0
2572,Female,Premium Economy,Yes,43.11,On Time,12.2,Service was decent but food could be better.,Check-in,0
2573,Female,Business,Yes,44.43,Cancelled,4.1,Everything was perfect!,Boarding,1
2574,Male,Premium Economy,Yes,65.9,Delayed,12.3,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2575,Female,Business,Yes,27.21,Delayed,7.0,Unhappy with how luggage was handled.,Luggage Handling,0
2576,Female,Business,No,48.08,On Time,12.4,Service was decent but food could be better.,Luggage Handling,0
2577,Male,Premium Economy,Yes,55.99,Cancelled,14.8,Flight was delayed and no proper updates.,Check-in,0
2578,Male,Economy,Yes,24.68,On Time,10.5,Everything was perfect!,Luggage Handling,1
2579,Female,Business,No,38.15,Delayed,5.5,Flight was delayed and no proper updates.,Ground Service,0
2580,Male,Premium Economy,Yes,49.23,Cancelled,14.7,Boarding was chaotic and unorganized.,Ground Service,0
2581,Female,Business,No,63.9,Delayed,9.1,Unhappy with how luggage was handled.,Luggage Handling,0
2582,Female,Economy,No,44.21,Cancelled,2.9,"Seats were cramped, not comfortable.",Luggage Handling,0
2583,Male,Economy,Yes,38.0,Delayed,12.7,Everything was perfect!,Ground Service,1
2584,Female,Economy,No,68.93,Delayed,12.1,Really impressed with the cleanliness and hospitality.,Check-in,1
2585,Male,Economy,Yes,65.63,On Time,11.7,Unhappy with how luggage was handled.,Boarding,0
2586,Male,Economy,No,57.64,Cancelled,9.3,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2587,Female,Business,Yes,32.23,Cancelled,5.7,"Seats were cramped, not comfortable.",Boarding,0
2588,Male,Premium Economy,No,68.11,On Time,2.7,Service was decent but food could be better.,In-flight Service,0
2589,Male,Business,Yes,68.47,Cancelled,3.0,"Fantastic experience, loved the in-flight entertainment!",Customer Support,1
2590,Female,Business,No,41.55,Delayed,6.8,Service was decent but food could be better.,In-flight Service,0
2591,Male,Business,No,24.94,Delayed,10.7,Unhappy with how luggage was handled.,Luggage Handling,0
2592,Male,Economy,Yes,39.46,Cancelled,8.7,Very courteous staff and smooth check-in process.,Customer Support,1
2593,Female,Premium Economy,Yes,54.4,Cancelled,7.1,Boarding was chaotic and unorganized.,Check-in,0
2594,Male,Premium Economy,No,56.92,Delayed,14.0,Boarding was chaotic and unorganized.,Check-in,0
2595,Female,Economy,No,33.54,Delayed,1.6,"Fantastic experience, loved the in-flight entertainment!",Luggage Handling,1
2596,Female,Economy,Yes,54.48,Cancelled,2.4,Flight was delayed and no proper updates.,Check-in,0
2597,Male,Premium Economy,Yes,62.76,On Time,12.9,Unhappy with how luggage was handled.,Luggage Handling,0
2598,Male,Premium Economy,No,55.02,On Time,9.6,Very courteous staff and smooth check-in process.,Boarding,1
2599,Female,Economy,No,66.65,On Time,11.9,Very courteous staff and smooth check-in process.,Ground Service,1
2600,Male,Business,Yes,50.89,Cancelled,1.2,Everything was perfect!,In-flight Service,1
2601,Female,Economy,No,28.45,On Time,7.8,Everything was perfect!,Luggage Handling,1
2602,Male,Premium Economy,Yes,50.46,Cancelled,1.1,"Seats were cramped, not comfortable.",Customer Support,0
2603,Female,Business,Yes,33.11,Cancelled,3.5,"Fantastic experience, loved the in-flight entertainment!",In-flight Service,1
2604,Female,Premium Economy,Yes,35.96,On Time,2.2,Everything was perfect!,Customer Support,1
2605,Female,Business,Yes,52.96,Delayed,10.1,"Seats were cramped, not comfortable.",Ground Service,0
2606,Male,Premium Economy,No,69.03,Delayed,13.4,"Seats were cramped, not comfortable.",Boarding,0
2607,Female,Business,No,51.8,Cancelled,6.8,"Nothing special, average service.",Boarding,0
2608,Male,Economy,No,67.83,On Time,12.3,Service was decent but food could be better.,Boarding,0
2609,Male,Economy,No,44.2,On Time,11.8,Everything was perfect!,Customer Support,1
2610,Female,Premium Economy,No,54.1,Delayed,10.7,"Nothing special, average service.",Customer Support,0
2611,Male,Premium Economy,No,34.76,On Time,3.9,"Nothing special, average service.",Ground Service,0
2612,Female,Premium Economy,No,24.0,Delayed,10.0,Boarding was chaotic and unorganized.,Check-in,0
2613,Male,Business,Yes,36.32,Delayed,8.3,"Nothing special, average service.",Boarding,0
2614,Female,Premium Economy,No,42.98,On Time,6.8,"Nothing special, average service.",Ground Service,0
2615,Male,Premium Economy,No,47.67,Cancelled,14.1,Very courteous staff and smooth check-in process.,In-flight Service,1
2616,Female,Premium Economy,No,52.69,On Time,9.5,"Fantastic experience, loved the in-flight entertainment!",Boarding,1
2617,Male,Premium Economy,Yes,39.71,Delayed,1.5,Unhappy with how luggage was handled.,Check-in,0
2618,Female,Economy,Yes,56.89,Cancelled,3.5,Really impressed with the cleanliness and hospitality.,Customer Support,1
2619,Male,Business,No,61.75,Cancelled,8.0,Everything was perfect!,In-flight Service,1
2620,Male,Premium Economy,No,32.87,Cancelled,14.3,"Fantastic experience, loved the in-flight entertainment!",In-flight Service,1
2621,Male,Business,Yes,62.06,Cancelled,9.8,Really impressed with the cleanliness and hospitality.,Boarding,1
2622,Male,Business,Yes,60.03,On Time,12.0,Really impressed with the cleanliness and hospitality.,In-flight Service,1
2623,Male,Economy,Yes,45.18,Cancelled,5.9,Flight was delayed and no proper updates.,Luggage Handling,0
2624,Female,Economy,No,19.31,Cancelled,1.1,"Nothing special, average service.",Check-in,0
2625,Female,Economy,No,25.56,Delayed,4.3,Boarding was chaotic and unorganized.,Ground Service,0
2626,Male,Premium Economy,No,52.85,Cancelled,2.6,Everything was perfect!,In-flight Service,1
2627,Male,Premium Economy,No,28.39,Delayed,8.4,"Seats were cramped, not comfortable.",Customer Support,0
2628,Male,Economy,No,57.01,On Time,2.3,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2629,Female,Premium Economy,Yes,26.37,Cancelled,6.1,Everything was perfect!,Ground Service,1
2630,Female,Economy,No,32.9,Delayed,11.7,Really impressed with the cleanliness and hospitality.,Boarding,1
2631,Female,Business,No,31.03,On Time,8.6,Very courteous staff and smooth check-in process.,In-flight Service,1
2632,Male,Business,Yes,61.65,On Time,4.1,Boarding was chaotic and unorganized.,In-flight Service,0
2633,Male,Business,No,53.91,Cancelled,11.8,"Nothing special, average service.",Boarding,0
2634,Male,Business,No,33.35,Delayed,10.2,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2635,Male,Economy,No,57.19,Cancelled,4.9,Boarding was chaotic and unorganized.,Customer Support,0
2636,Male,Premium Economy,No,19.68,Delayed,3.7,Really impressed with the cleanliness and hospitality.,Check-in,1
2637,Male,Premium Economy,Yes,60.33,Cancelled,12.2,Boarding was chaotic and unorganized.,In-flight Service,0
2638,Female,Economy,Yes,23.33,Cancelled,10.6,Flight was delayed and no proper updates.,In-flight Service,0
2639,Male,Premium Economy,Yes,63.14,On Time,14.6,Unhappy with how luggage was handled.,Boarding,0
2640,Female,Economy,Yes,56.45,Delayed,7.6,Unhappy with how luggage was handled.,Check-in,0
2641,Female,Economy,Yes,62.97,Delayed,3.5,Boarding was chaotic and unorganized.,In-flight Service,0
2642,Female,Economy,No,56.61,On Time,10.4,"Nothing special, average service.",Customer Support,0
2643,Male,Economy,No,47.19,Cancelled,1.6,Service was decent but food could be better.,Customer Support,0
2644,Female,Premium Economy,No,30.35,Delayed,10.0,"Fantastic experience, loved the in-flight entertainment!",In-flight Service,1
2645,Male,Premium Economy,No,58.78,On Time,5.0,Really impressed with the cleanliness and hospitality.,Ground Service,1
2646,Female,Economy,Yes,59.54,On Time,7.1,Flight was delayed and no proper updates.,Check-in,0
2647,Female,Business,No,32.96,Delayed,5.7,"Fantastic experience, loved the in-flight entertainment!",Luggage Handling,1
2648,Male,Economy,Yes,52.55,On Time,12.3,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2649,Male,Economy,No,66.18,Delayed,11.6,Boarding was chaotic and unorganized.,Boarding,0
2650,Male,Premium Economy,No,38.15,On Time,1.6,Flight was delayed and no proper updates.,Customer Support,0
2651,Male,Economy,Yes,67.75,On Time,11.4,Flight was delayed and no proper updates.,Boarding,0
2652,Female,Business,Yes,68.74,Cancelled,13.9,"Seats were cramped, not comfortable.",Boarding,0
2653,Male,Premium Economy,No,34.26,Delayed,3.5,Boarding was chaotic and unorganized.,Luggage Handling,0
2654,Female,Premium Economy,Yes,46.71,Delayed,12.0,Everything was perfect!,Ground Service,1
2655,Male,Premium Economy,No,18.67,Delayed,7.8,"Fantastic experience, loved the in-flight entertainment!",In-flight Service,1
2656,Male,Economy,No,31.07,Delayed,2.6,Everything was perfect!,In-flight Service,1
2657,Female,Economy,Yes,50.27,On Time,13.5,"Seats were cramped, not comfortable.",In-flight Service,0
2658,Male,Business,No,58.61,On Time,11.1,Unhappy with how luggage was handled.,Check-in,0
2659,Male,Premium Economy,No,63.25,Delayed,9.3,Service was decent but food could be better.,Luggage Handling,0
2660,Female,Business,No,61.16,On Time,5.6,Unhappy with how luggage was handled.,Boarding,0
2661,Male,Economy,Yes,65.4,On Time,3.8,Really impressed with the cleanliness and hospitality.,Customer Support,1
2662,Female,Premium Economy,No,54.64,Delayed,10.5,"Seats were cramped, not comfortable.",Customer Support,0
2663,Male,Economy,No,51.68,On Time,5.6,Very courteous staff and smooth check-in process.,Check-in,1
2664,Female,Premium Economy,No,57.27,Delayed,11.9,Very courteous staff and smooth check-in process.,Boarding,1
2665,Female,Business,Yes,46.42,On Time,5.6,Everything was perfect!,Luggage Handling,1
2666,Female,Premium Economy,Yes,49.38,Delayed,2.4,Flight was delayed and no proper updates.,Ground Service,0
2667,Male,Premium Economy,Yes,58.36,Cancelled,11.3,Really impressed with the cleanliness and hospitality.,Customer Support,1
2668,Female,Premium Economy,Yes,68.14,On Time,13.2,"Seats were cramped, not comfortable.",Check-in,0
2669,Male,Business,No,33.3,On Time,6.3,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2670,Male,Premium Economy,Yes,27.23,Delayed,4.1,Everything was perfect!,Luggage Handling,1
2671,Female,Business,No,53.5,Delayed,7.6,"Nothing special, average service.",Ground Service,0
2672,Female,Business,No,27.72,Delayed,7.8,Very courteous staff and smooth check-in process.,Boarding,1
2673,Male,Business,Yes,27.04,On Time,13.5,Everything was perfect!,Luggage Handling,1
2674,Female,Premium Economy,No,44.72,Delayed,3.0,Very courteous staff and smooth check-in process.,Ground Service,1
2675,Female,Premium Economy,No,37.61,Cancelled,14.0,"Nothing special, average service.",Ground Service,0
2676,Female,Premium Economy,Yes,40.28,On Time,7.4,Very courteous staff and smooth check-in process.,Customer Support,1
2677,Female,Economy,No,46.94,On Time,6.4,Unhappy with how luggage was handled.,Luggage Handling,0
2678,Male,Premium Economy,No,24.76,Cancelled,2.9,Everything was perfect!,Check-in,1
2679,Male,Economy,No,48.37,On Time,11.1,Really impressed with the cleanliness and hospitality.,Customer Support,1
2680,Female,Premium Economy,No,31.26,Cancelled,9.8,Very courteous staff and smooth check-in process.,Ground Service,1
2681,Male,Business,Yes,35.19,On Time,14.7,Very courteous staff and smooth check-in process.,Boarding,1
2682,Male,Economy,Yes,54.9,Cancelled,3.8,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2683,Male,Business,No,26.05,Delayed,2.8,Flight was delayed and no proper updates.,Customer Support,0
2684,Male,Business,Yes,25.99,Delayed,10.7,Very courteous staff and smooth check-in process.,Ground Service,1
2685,Male,Economy,No,34.78,On Time,1.8,Service was decent but food could be better.,Customer Support,0
2686,Female,Business,No,20.64,Delayed,2.9,Really impressed with the cleanliness and hospitality.,Ground Service,1
2687,Male,Premium Economy,Yes,66.48,On Time,12.9,"Seats were cramped, not comfortable.",Boarding,0
2688,Male,Business,No,50.01,On Time,7.4,Very courteous staff and smooth check-in process.,Ground Service,1
2689,Female,Premium Economy,Yes,52.42,Cancelled,3.4,Really impressed with the cleanliness and hospitality.,Customer Support,1
2690,Female,Business,Yes,43.51,Delayed,5.8,"Nothing special, average service.",Luggage Handling,0
2691,Male,Business,No,47.78,Cancelled,13.4,Service was decent but food could be better.,Luggage Handling,0
2692,Female,Economy,No,36.62,Delayed,9.5,Very courteous staff and smooth check-in process.,Ground Service,1
2693,Female,Premium Economy,Yes,58.77,On Time,12.1,Boarding was chaotic and unorganized.,Check-in,0
2694,Female,Premium Economy,Yes,34.53,On Time,9.9,Very courteous staff and smooth check-in process.,Customer Support,1
2695,Female,Economy,Yes,29.44,Cancelled,9.6,"Seats were cramped, not comfortable.",Boarding,0
2696,Female,Economy,Yes,27.56,On Time,3.4,"Seats were cramped, not comfortable.",Customer Support,0
2697,Female,Economy,No,21.55,Delayed,14.6,Boarding was chaotic and unorganized.,In-flight Service,0
2698,Male,Premium Economy,Yes,44.27,Cancelled,13.0,Everything was perfect!,In-flight Service,1
2699,Female,Premium Economy,Yes,39.63,Cancelled,2.2,"Nothing special, average service.",Luggage Handling,0
2700,Female,Premium Economy,Yes,45.93,On Time,13.0,Service was decent but food could be better.,Ground Service,0
2701,Female,Premium Economy,No,22.78,On Time,7.8,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2702,Female,Economy,No,29.5,Cancelled,14.9,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2703,Male,Premium Economy,Yes,29.09,Cancelled,9.3,"Fantastic experience, loved the in-flight entertainment!",Boarding,1
2704,Male,Economy,No,35.26,Cancelled,12.7,"Seats were cramped, not comfortable.",Check-in,0
2705,Male,Business,Yes,36.76,Cancelled,4.9,Very courteous staff and smooth check-in process.,In-flight Service,1
2706,Female,Business,No,29.36,On Time,11.2,"Fantastic experience, loved the in-flight entertainment!",Luggage Handling,1
2707,Female,Economy,Yes,57.14,Cancelled,11.3,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2708,Male,Premium Economy,Yes,45.59,On Time,4.5,"Nothing special, average service.",Check-in,0
2709,Male,Business,Yes,69.82,Delayed,5.6,Service was decent but food could be better.,Luggage Handling,0
2710,Female,Premium Economy,Yes,60.83,On Time,9.1,Service was decent but food could be better.,Customer Support,0
2711,Female,Business,No,69.02,On Time,13.5,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2712,Female,Economy,No,18.46,Delayed,9.3,"Nothing special, average service.",In-flight Service,0
2713,Female,Business,No,52.78,On Time,3.1,"Seats were cramped, not comfortable.",In-flight Service,0
2714,Male,Premium Economy,No,41.17,Delayed,9.0,Really impressed with the cleanliness and hospitality.,Customer Support,1
2715,Male,Business,No,65.03,On Time,1.1,"Seats were cramped, not comfortable.",Ground Service,0
2716,Male,Business,Yes,49.91,Delayed,14.7,"Seats were cramped, not comfortable.",Luggage Handling,0
2717,Male,Premium Economy,Yes,50.3,Cancelled,1.6,Flight was delayed and no proper updates.,Check-in,0
2718,Male,Business,Yes,67.86,On Time,7.6,"Fantastic experience, loved the in-flight entertainment!",In-flight Service,1
2719,Male,Business,No,53.49,Cancelled,11.8,Everything was perfect!,Boarding,1
2720,Male,Business,Yes,34.69,On Time,1.5,Service was decent but food could be better.,Ground Service,0
2721,Female,Economy,Yes,65.63,Delayed,8.4,"Nothing special, average service.",Customer Support,0
2722,Female,Premium Economy,Yes,67.14,Delayed,7.7,Very courteous staff and smooth check-in process.,In-flight Service,1
2723,Female,Business,No,38.07,On Time,12.2,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2724,Female,Business,No,46.09,On Time,12.5,Really impressed with the cleanliness and hospitality.,Customer Support,1
2725,Female,Business,Yes,32.71,On Time,7.3,Service was decent but food could be better.,Ground Service,0
2726,Female,Premium Economy,No,65.39,Cancelled,4.4,Boarding was chaotic and unorganized.,In-flight Service,0
2727,Male,Business,No,60.75,Delayed,8.8,Everything was perfect!,In-flight Service,1
2728,Male,Premium Economy,No,37.5,On Time,1.2,"Seats were cramped, not comfortable.",Ground Service,0
2729,Female,Economy,Yes,59.75,Delayed,11.2,"Seats were cramped, not comfortable.",Boarding,0
2730,Male,Premium Economy,Yes,41.17,On Time,14.3,Unhappy with how luggage was handled.,Check-in,0
2731,Female,Premium Economy,Yes,20.28,Delayed,2.9,Really impressed with the cleanliness and hospitality.,In-flight Service,1
2732,Female,Business,No,64.71,On Time,5.1,Everything was perfect!,Luggage Handling,1
2733,Male,Economy,Yes,28.01,Cancelled,10.1,"Seats were cramped, not comfortable.",Luggage Handling,0
2734,Female,Business,No,44.72,Delayed,2.3,"Nothing special, average service.",In-flight Service,0
2735,Female,Economy,Yes,67.31,Cancelled,7.7,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2736,Male,Business,Yes,26.7,On Time,5.3,"Seats were cramped, not comfortable.",Ground Service,0
2737,Male,Economy,No,67.73,Cancelled,10.8,"Seats were cramped, not comfortable.",In-flight Service,0
2738,Male,Economy,Yes,45.97,Delayed,13.0,Very courteous staff and smooth check-in process.,Luggage Handling,1
2739,Male,Economy,No,18.38,On Time,11.5,Really impressed with the cleanliness and hospitality.,Ground Service,1
2740,Female,Economy,Yes,21.4,Delayed,1.3,Everything was perfect!,Luggage Handling,1
2741,Female,Business,No,52.86,Cancelled,7.4,Boarding was chaotic and unorganized.,Customer Support,0
2742,Male,Premium Economy,Yes,58.23,On Time,11.8,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2743,Female,Business,No,62.98,On Time,13.2,Very courteous staff and smooth check-in process.,Boarding,1
2744,Male,Business,Yes,40.06,Cancelled,6.7,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2745,Female,Business,No,23.4,Delayed,12.1,Boarding was chaotic and unorganized.,Customer Support,0
2746,Female,Business,No,45.96,On Time,6.2,Flight was delayed and no proper updates.,Check-in,0
2747,Female,Economy,Yes,54.54,Delayed,7.5,Really impressed with the cleanliness and hospitality.,Ground Service,1
2748,Male,Economy,Yes,68.76,Delayed,9.9,Really impressed with the cleanliness and hospitality.,In-flight Service,1
2749,Male,Economy,Yes,58.31,Cancelled,13.0,Flight was delayed and no proper updates.,In-flight Service,0
2750,Male,Economy,Yes,51.62,On Time,2.0,Flight was delayed and no proper updates.,Luggage Handling,0
2751,Female,Premium Economy,Yes,66.87,On Time,13.5,"Seats were cramped, not comfortable.",Luggage Handling,0
2752,Male,Premium Economy,No,56.84,Delayed,5.7,"Fantastic experience, loved the in-flight entertainment!",Customer Support,1
2753,Female,Economy,No,26.0,Delayed,1.5,"Seats were cramped, not comfortable.",Check-in,0
2754,Female,Economy,No,41.88,Delayed,7.0,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2755,Female,Business,Yes,35.25,On Time,4.8,Boarding was chaotic and unorganized.,In-flight Service,0
2756,Female,Premium Economy,No,22.55,Delayed,14.2,Everything was perfect!,Check-in,1
2757,Male,Premium Economy,No,20.82,Delayed,8.6,Service was decent but food could be better.,Customer Support,0
2758,Male,Business,No,59.3,Delayed,12.1,Really impressed with the cleanliness and hospitality.,Check-in,1
2759,Male,Business,Yes,47.02,On Time,12.0,Really impressed with the cleanliness and hospitality.,Ground Service,1
2760,Female,Premium Economy,No,47.9,Cancelled,2.1,Very courteous staff and smooth check-in process.,Luggage Handling,1
2761,Female,Business,Yes,29.84,Delayed,13.3,Really impressed with the cleanliness and hospitality.,Ground Service,1
2762,Female,Premium Economy,Yes,31.45,Cancelled,11.3,Unhappy with how luggage was handled.,Customer Support,0
2763,Male,Economy,Yes,38.18,Delayed,1.8,"Seats were cramped, not comfortable.",Luggage Handling,0
2764,Female,Economy,No,50.77,Cancelled,14.2,Flight was delayed and no proper updates.,Luggage Handling,0
2765,Female,Premium Economy,No,40.52,Cancelled,10.4,Very courteous staff and smooth check-in process.,Ground Service,1
2766,Male,Economy,Yes,18.88,Cancelled,13.4,Very courteous staff and smooth check-in process.,Ground Service,1
2767,Female,Business,No,53.01,On Time,2.6,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2768,Male,Economy,No,45.81,Delayed,6.1,"Seats were cramped, not comfortable.",In-flight Service,0
2769,Female,Economy,No,51.35,On Time,9.7,"Seats were cramped, not comfortable.",Ground Service,0
2770,Female,Economy,No,50.15,On Time,6.1,Unhappy with how luggage was handled.,Boarding,0
2771,Male,Business,Yes,57.31,Cancelled,3.5,Boarding was chaotic and unorganized.,Ground Service,0
2772,Male,Economy,No,48.45,Delayed,8.8,Very courteous staff and smooth check-in process.,Ground Service,1
2773,Female,Premium Economy,Yes,54.45,On Time,1.9,Everything was perfect!,Boarding,1
2774,Female,Business,Yes,21.77,Delayed,10.9,"Nothing special, average service.",Customer Support,0
2775,Male,Business,Yes,66.26,Cancelled,3.9,Service was decent but food could be better.,In-flight Service,0
2776,Female,Economy,No,23.52,Delayed,14.7,"Nothing special, average service.",Ground Service,0
2777,Female,Economy,Yes,58.92,Delayed,4.3,Everything was perfect!,Check-in,1
2778,Male,Business,No,33.67,On Time,2.6,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2779,Male,Premium Economy,Yes,22.5,On Time,7.7,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2780,Female,Business,No,57.79,On Time,14.1,Really impressed with the cleanliness and hospitality.,Ground Service,1
2781,Male,Business,Yes,40.76,Cancelled,9.1,Unhappy with how luggage was handled.,Check-in,0
2782,Female,Business,Yes,38.55,Cancelled,14.4,Boarding was chaotic and unorganized.,Check-in,0
2783,Female,Business,Yes,52.36,On Time,3.9,Everything was perfect!,In-flight Service,1
2784,Male,Economy,No,42.65,Delayed,11.4,Unhappy with how luggage was handled.,Luggage Handling,0
2785,Female,Economy,No,45.74,On Time,4.2,"Nothing special, average service.",Boarding,0
2786,Female,Business,No,25.09,On Time,5.9,"Nothing special, average service.",Check-in,0
2787,Male,Premium Economy,Yes,38.33,Delayed,4.7,Service was decent but food could be better.,In-flight Service,0
2788,Female,Premium Economy,Yes,59.47,Cancelled,10.5,Very courteous staff and smooth check-in process.,Ground Service,1
2789,Male,Economy,Yes,46.38,Cancelled,4.9,Very courteous staff and smooth check-in process.,Ground Service,1
2790,Female,Premium Economy,Yes,67.93,On Time,1.9,"Nothing special, average service.",Boarding,0
2791,Female,Economy,No,25.49,Cancelled,5.8,Really impressed with the cleanliness and hospitality.,Customer Support,1
2792,Female,Premium Economy,No,53.22,Delayed,7.8,Really impressed with the cleanliness and hospitality.,In-flight Service,1
2793,Female,Business,Yes,65.54,On Time,8.4,Everything was perfect!,Boarding,1
2794,Male,Business,Yes,59.34,Cancelled,2.7,Very courteous staff and smooth check-in process.,Customer Support,1
2795,Female,Economy,Yes,55.92,Cancelled,10.9,Unhappy with how luggage was handled.,Customer Support,0
2796,Male,Premium Economy,Yes,37.4,On Time,10.5,"Nothing special, average service.",Ground Service,0
2797,Female,Premium Economy,No,67.37,Cancelled,8.5,Very courteous staff and smooth check-in process.,Customer Support,1
2798,Female,Economy,No,46.78,Cancelled,5.1,Flight was delayed and no proper updates.,Boarding,0
2799,Female,Business,Yes,46.86,On Time,9.7,"Fantastic experience, loved the in-flight entertainment!",Customer Support,1
2800,Male,Premium Economy,Yes,24.41,Delayed,12.2,Everything was perfect!,Luggage Handling,1
2801,Male,Premium Economy,Yes,18.26,Cancelled,14.2,Very courteous staff and smooth check-in process.,Luggage Handling,1
2802,Female,Economy,Yes,49.03,On Time,12.3,Very courteous staff and smooth check-in process.,Customer Support,1
2803,Female,Premium Economy,Yes,45.93,On Time,14.2,Very courteous staff and smooth check-in process.,Luggage Handling,1
2804,Male,Business,No,67.24,Cancelled,1.9,Boarding was chaotic and unorganized.,Ground Service,0
2805,Male,Economy,No,33.84,Cancelled,13.5,Flight was delayed and no proper updates.,Boarding,0
2806,Female,Business,No,56.91,Cancelled,7.4,Really impressed with the cleanliness and hospitality.,Customer Support,1
2807,Male,Economy,Yes,64.98,Cancelled,2.1,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2808,Female,Premium Economy,No,35.88,Delayed,13.6,Service was decent but food could be better.,Customer Support,0
2809,Female,Business,Yes,39.46,Delayed,5.0,"Seats were cramped, not comfortable.",Check-in,0
2810,Male,Premium Economy,Yes,51.59,Delayed,14.4,Flight was delayed and no proper updates.,Check-in,0
2811,Male,Business,Yes,44.65,Cancelled,2.5,Service was decent but food could be better.,Boarding,0
2812,Male,Business,Yes,26.37,Cancelled,4.9,Service was decent but food could be better.,Boarding,0
2813,Female,Premium Economy,No,29.48,Cancelled,10.8,Boarding was chaotic and unorganized.,Check-in,0
2814,Female,Economy,No,61.41,On Time,7.9,Flight was delayed and no proper updates.,Boarding,0
2815,Male,Business,Yes,28.1,Cancelled,13.2,Really impressed with the cleanliness and hospitality.,Ground Service,1
2816,Female,Economy,No,27.43,On Time,8.3,Everything was perfect!,Boarding,1
2817,Male,Premium Economy,Yes,59.58,On Time,9.8,Really impressed with the cleanliness and hospitality.,Customer Support,1
2818,Female,Business,Yes,62.32,Cancelled,5.1,"Seats were cramped, not comfortable.",Ground Service,0
2819,Female,Economy,Yes,62.27,Delayed,14.6,Service was decent but food could be better.,Boarding,0
2820,Female,Premium Economy,No,66.48,On Time,8.6,Unhappy with how luggage was handled.,Customer Support,0
2821,Male,Premium Economy,Yes,69.7,Delayed,2.8,Boarding was chaotic and unorganized.,Ground Service,0
2822,Female,Business,Yes,41.99,On Time,5.9,Everything was perfect!,Luggage Handling,1
2823,Female,Business,No,46.58,On Time,7.2,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2824,Female,Business,Yes,33.11,Cancelled,10.0,Unhappy with how luggage was handled.,Boarding,0
2825,Male,Economy,Yes,21.5,Delayed,5.1,Unhappy with how luggage was handled.,In-flight Service,0
2826,Male,Business,No,23.11,Cancelled,1.9,Unhappy with how luggage was handled.,Check-in,0
2827,Female,Economy,No,55.73,Delayed,13.2,Everything was perfect!,Ground Service,1
2828,Female,Business,Yes,43.33,Delayed,4.3,Really impressed with the cleanliness and hospitality.,In-flight Service,1
2829,Female,Business,No,35.2,Delayed,14.3,Service was decent but food could be better.,Ground Service,0
2830,Female,Premium Economy,Yes,24.67,Cancelled,10.0,Unhappy with how luggage was handled.,In-flight Service,0
